WKT,HANDLE,PARCEL
"POLYGON ((563182.452 1031110.077,563197.376 1031136.353,563301.529 1031072.19,563286.769 1031045.697,563182.452 1031110.077))",13808040210,210
"POLYGON ((563182.452 1031110.077,563286.769 1031045.697,563269.629 1031014.935,563243.992 1031032.502,563169.186 1031083.764,563167.978 1031084.592,563168.244 1031085.061,563182.452 1031110.077))",13808040220,220
"POLYGON ((563175.073 1030918.99,563240.339 1031018.345,563262.749 1031002.584,563245.963 1030972.454,563204.824 1030898.643,563175.073 1030918.99))",13808040230,230
"POLYGON ((563096.476 1030972.746,563161.744 1031072.236,563187.581 1031054.52,563122.332 1030955.062,563096.476 1030972.746))",13808040260,260
"POLYGON ((563332.676 1030439.713,563366.545 1030501.604,563395.255 1030482.002,563370.384 1030435.293,563332.676 1030439.713))",13809030170,170
"POLYGON ((563286.37 1030445.14,563330.716 1030526.065,563366.545 1030501.604,563332.676 1030439.713,563286.37 1030445.14))",13809030180,180
"POLYGON ((563079.698 1030578.352,563172.184 1030525.826,563136.869 1030462.663,563053.378 1030472.449,563021.249 1030476.215,563079.698 1030578.352))",13809030220,220
"POLYGON ((562817.857 1030729.921,562833.114 1030756.818,562938.713 1030696.468,562934.937 1030689.837,562923.551 1030669.846,562817.857 1030729.921))",13809040060,60
"POLYGON ((562833.114 1030756.818,562848.499 1030783.942,562954.067 1030723.427,562938.713 1030696.468,562833.114 1030756.818))",13809040070,70
"POLYGON ((562848.499 1030783.942,562863.537 1030810.453,562968.721 1030749.156,562954.067 1030723.427,562848.499 1030783.942))",13809040080,80
"POLYGON ((562863.537 1030810.453,562876.058 1030832.526,562977.597 1030764.74,562968.721 1030749.156,562863.537 1030810.453))",13809040090,90
"POLYGON ((562988.702 1030775.708,563057.813 1030878.039,563086.145 1030858.661,563017.462 1030756.536,562988.702 1030775.708))",13809040140,140
"POLYGON ((562983.31 1030736.5,562993.383 1030754.224,563093.418 1030687.442,563095.297 1030685.799,563085.182 1030668.193,562983.31 1030736.5))",13809040180,180
"POLYGON ((562923.186 1030630.714,562940.326 1030660.871,563042.403 1030593.729,563025.293 1030563.947,562923.186 1030630.714))",13809040220,220
"POLYGON ((563416.183 1030224.538,563431.475 1030370.099,563473.465 1030365.304,563459.062 1030219.375,563416.183 1030224.538))",13810000210,210
"POLYGON ((562748.617633 1030061.6181739999447,562804.63 1030053.928,562783.866 1029896.52,562739.657139 1029904.066204,562729.775753 1029905.75290099997073,562748.617633 1030061.6181739999447))",13811000030,30
"POLYGON ((561370.824 1029908.223,561297.059 1029917.199,561299.017 1029933.833,561314.063 1030061.676,561315.368 1030068.609,561389.498 1030059.396,561370.824 1029908.223))",13812000470,470
"POLYGON ((562207.269 1030366.357,562224.457 1030515.948,562250.996 1030512.735,562234.956 1030363.099,562207.269 1030366.357))",13813000166,166
"POLYGON ((562234.956 1030363.099,562250.996 1030512.735,562308.558 1030505.766,562291.638 1030356.43,562234.956 1030363.099))",13813000167,167
"POLYGON ((562291.638 1030356.43,562308.558 1030505.766,562338.888 1030502.095,562322.019 1030352.855,562291.638 1030356.43))",13813000170,170
"POLYGON ((562351.755 1030349.356,562368.463 1030498.514,562432.856 1030490.719,562451.31 1030488.485,562434.883 1030339.574,562351.755 1030349.356))",13813000190,190
"POLYGON ((561992.9 1030745.889,562064.166 1030857.147,562115.369 1030822.062,562060.053 1030721.739,561992.9 1030745.889))",13814040100,100
"POLYGON ((561527.726 1030904.84,561547.357 1030940.377,561649.066 1030883.038,561636.5 1030860.9,561527.726 1030904.84))",13814040260,260
"POLYGON ((562211.752 1030891.713,562263.923 1030863.778,562234.767 1030812.686,562185.904 1030846.328,562186.725 1030847.846,562211.752 1030891.713))",13815070010,10
"POLYGON ((562223.987 1030913.158,562237.875 1030937.501,562340.952 1030882.082,562335.086 1030871.37,562327.217 1030857.784,562223.987 1030913.158))",13815070030,30
"POLYGON ((562234.767 1030812.686,562263.923 1030863.778,562315.175 1030836.321,562282.947 1030779.514,562234.767 1030812.686))",13815070220,220
"POLYGON ((562450.816 1030714.876,562468.899 1030746.387,562574.324 1030693.097,562556.791 1030662.031,562450.816 1030714.876))",13815080020,20
"POLYGON ((562468.899 1030746.387,562487.554 1030778.897,562592.541 1030725.377,562574.324 1030693.097,562468.899 1030746.387))",13815080030,30
"POLYGON ((562544.846 1030879.687,562556.194 1030899.7,562660.02 1030844.942,562648.813 1030825.085,562544.846 1030879.687))",13815080070,70
"POLYGON ((562646.027 1030783.692,562661.492 1030811.074,562763.728 1030755.694,562748.408 1030728.734,562646.027 1030783.692))",13815080240,240
"POLYGON ((561811.517 1031399.516,561823.454 1031419.42,561919.402 1031369.297,561912.859 1031357.807,561908.016 1031349.303,561811.517 1031399.516))",13815090070,70
"POLYGON ((561823.454 1031419.42,561835.92 1031440.207,561931.302 1031390.196,561919.402 1031369.297,561823.454 1031419.42))",13815090080,80
"POLYGON ((562032.221 1031188.606,562044.806 1031210.633,562148.485 1031154.273,562135.901 1031132.0,562032.221 1031188.606))",13815100060,60
"POLYGON ((562170.832 1031338.866,562229.885 1031443.607,562262.892 1031421.19,562203.908 1031321.149,562190.2 1031328.491,562170.832 1031338.866))",13815100150,150
"POLYGON ((562248.946 1031294.959,562260.632 1031315.606,562261.473 1031317.091,562364.076 1031259.613,562351.452 1031237.487,562248.946 1031294.959))",13815100190,190
"POLYGON ((562236.55 1031273.058,562248.946 1031294.959,562351.452 1031237.487,562339.098 1031215.835,562236.55 1031273.058))",13815100200,200
"POLYGON ((562107.791 1031045.568,562121.886 1031070.47,562224.352 1031014.729,562204.229 1030979.461,562162.863 1031007.817,562136.023 1031026.215,562107.791 1031045.568))",13815100290,290
"POLYGON ((562546.47 1031482.817,562646.976 1031421.89,562630.28 1031392.158,562565.324 1031431.412,562529.461 1031453.238,562546.47 1031482.817))",13816070020,20
"POLYGON ((562674.377 1031705.249,562690.991 1031734.141,562788.801 1031674.448,562772.99 1031646.292,562674.377 1031705.249))",13816070120,120
"POLYGON ((562690.991 1031734.141,562709.74 1031766.746,562807.907 1031708.471,562794.818 1031685.162,562788.801 1031674.448,562690.991 1031734.141))",13816070130,130
"POLYGON ((562709.74 1031766.746,562724.451 1031792.329,562725.322 1031793.786,562750.396 1031776.792,562819.701 1031729.474,562816.655 1031724.05,562807.907 1031708.471,562709.74 1031766.746))",13816070140,140
"POLYGON ((562731.639 1031545.991,562746.815 1031572.998,562845.92 1031512.725,562830.647 1031485.738,562731.639 1031545.991))",13816070200,200
"POLYGON ((562716.573 1031519.181,562731.639 1031545.991,562830.647 1031485.738,562815.512 1031458.993,562716.573 1031519.181))",13816070210,210
"POLYGON ((562567.062 1031334.603,562598.814 1031393.061,562622.286 1031378.809,562589.888 1031320.325,562589.274 1031319.428,562567.062 1031334.603))",13816070290,290
"POLYGON ((562542.372 1031351.47,562573.818 1031408.238,562598.814 1031393.061,562567.062 1031334.603,562542.372 1031351.47))",13816070300,300
"POLYGON ((562762.039 1031262.994,562777.381 1031290.102,562879.687 1031229.816,562864.104 1031202.916,562762.039 1031262.994))",13816080020,20
"POLYGON ((562825.969 1031375.956,562842.054 1031404.379,562945.51 1031343.444,562929.17 1031315.237,562825.969 1031375.956))",13816080060,60
"POLYGON ((563069.281 1031521.116,563084.58 1031547.526,563085.369 1031548.586,563176.847 1031485.947,563176.066 1031484.553,563161.227 1031458.212,563069.281 1031521.116))",13816080140,140
"POLYGON ((563051.597 1031490.589,563069.281 1031521.116,563161.227 1031458.212,563143.891 1031427.436,563051.597 1031490.589))",13816080150,150
"POLYGON ((563038.362 1031467.741,563051.597 1031490.589,563143.891 1031427.436,563130.923 1031404.415,563038.362 1031467.741))",13816080160,160
"POLYGON ((563025.267 1031445.135,563038.362 1031467.741,563130.923 1031404.415,563118.09 1031381.635,563025.267 1031445.135))",13816080170,170
"POLYGON ((562996.158 1031394.886,563010.838 1031420.228,563103.928 1031356.494,563089.586 1031331.033,562996.158 1031394.886))",13816080190,190
"POLYGON ((562981.477 1031369.543,562996.158 1031394.886,563089.586 1031331.033,563075.201 1031305.497,562981.477 1031369.543))",13816080200,200
"POLYGON ((562950.81 1031316.603,562965.056 1031341.195,563059.102 1031276.918,563045.143 1031252.139,562950.81 1031316.603))",13816080220,220
"POLYGON ((562912.62 1031250.677,562925.742 1031273.33,563020.58 1031208.534,563007.68 1031185.634,562912.62 1031250.677))",13816080250,250
"POLYGON ((562899.568 1031228.145,562912.62 1031250.677,563007.68 1031185.634,562994.89 1031162.93,562946.946 1031195.767,562899.568 1031228.145))",13816080260,260
"POLYGON ((562197.199 1032081.688,562210.44 1032105.131,562307.581 1032049.138,562294.441 1032025.585,562197.199 1032081.688))",13816090100,100
"POLYGON ((562207.769 1031833.239,562220.471 1031856.042,562321.898 1031797.237,562308.992 1031774.594,562207.769 1031833.239))",13816090205,205
"POLYGON ((562320.338 1031693.537,562335.267 1031719.729,562441.085 1031657.773,562425.916 1031631.799,562320.338 1031693.537))",13816100020,20
"POLYGON ((562335.267 1031719.729,562349.13 1031744.049,562455.211 1031681.96,562441.085 1031657.773,562335.267 1031719.729))",13816100030,30
"POLYGON ((562349.13 1031744.049,562364.018 1031770.166,562470.38 1031707.934,562455.211 1031681.96,562349.13 1031744.049))",13816100040,40
"POLYGON ((562522.267 1031771.681,562535.111 1031794.082,562634.24 1031735.845,562621.387 1031713.519,562522.267 1031771.681))",13816100160,160
"POLYGON ((562509.449 1031749.326,562522.267 1031771.681,562621.387 1031713.519,562608.578 1031691.267,562509.449 1031749.326))",13816100170,170
"POLYGON ((562446.588 1031641.381,562459.145 1031662.884,562558.64 1031604.517,562546.222 1031582.944,562446.588 1031641.381))",13816100220,220
"POLYGON ((562418.776 1031593.757,562434.144 1031620.073,562533.888 1031561.518,562518.704 1031535.142,562418.776 1031593.757))",13816100240,240
"POLYGON ((562384.396 1031534.884,562403.478 1031567.561,562503.538 1031508.796,562484.661 1031476.005,562384.396 1031534.884))",13816100260,260
"POLYGON ((562277.696 1031532.299,562341.59 1031645.174,562374.152 1031626.126,562308.09 1031511.531,562277.696 1031532.299))",13816100290,290
"POLYGON ((562772.11 1031876.701,562872.493 1031818.486,562850.913 1031781.151,562823.03 1031800.048,562755.18 1031846.033,562772.11 1031876.701))",13817070010,10
"POLYGON ((562772.11 1031876.701,562788.386 1031905.588,562888.973 1031847.247,562872.493 1031818.486,562772.11 1031876.701))",13817070020,20
"POLYGON ((562969.258 1032226.616,562989.788 1032263.053,563088.486 1032195.446,563081.67 1032183.551,563072.145 1032166.927,562969.258 1032226.616))",13817070160,160
"POLYGON ((562940.045 1031911.608,562955.802 1031939.104,563054.463 1031879.085,563038.785 1031851.641,562940.045 1031911.608))",13817070270,270
"POLYGON ((562924.219 1031883.991,562940.045 1031911.608,563038.785 1031851.641,563022.996 1031824.002,562924.219 1031883.991))",13817070280,280
"POLYGON ((562908.713 1031856.932,562924.219 1031883.991,563022.996 1031824.002,563007.5 1031796.875,562908.713 1031856.932))",13817070290,290
"POLYGON ((562893.276 1031829.995,562908.713 1031856.932,563007.5 1031796.875,563006.812 1031795.672,562992.141 1031769.991,562893.276 1031829.995))",13817070300,300
"POLYGON ((562877.588 1031802.619,562893.276 1031829.995,562992.141 1031769.991,562976.463 1031742.548,562877.588 1031802.619))",13817070310,310
"POLYGON ((562877.588 1031802.619,562976.463 1031742.548,562972.037 1031734.799,562957.318 1031709.034,562866.491 1031770.591,562861.374 1031774.06,562877.588 1031802.619))",13817070320,320
"POLYGON ((562285.526 1032238.012,562384.161 1032182.439,562348.501 1032121.864,562255.827 1032185.259,562285.526 1032238.012))",13817090010,10
"POLYGON ((562285.526 1032238.012,562297.168 1032258.69,562396.2 1032202.889,562384.161 1032182.439,562285.526 1032238.012))",13817090020,20
"POLYGON ((562297.168 1032258.69,562309.345 1032280.321,562408.82 1032224.328,562396.2 1032202.889,562297.168 1032258.69))",13817090030,30
"POLYGON ((562309.345 1032280.321,562321.686 1032302.242,562421.557 1032245.963,562408.82 1032224.328,562309.345 1032280.321))",13817090040,40
"POLYGON ((562346.495 1032346.308,562358.767 1032368.108,562459.904 1032311.103,562447.212 1032289.543,562346.495 1032346.308))",13817090070,70
"POLYGON ((562382.586 1032410.416,562407.037 1032453.847,562509.85 1032395.945,562484.564 1032352.993,562382.586 1032410.416))",13817090100,100
"POLYGON ((562499.977 1032519.209,562532.885 1032574.391,562566.52 1032551.656,562537.181 1032498.252,562499.977 1032519.209))",13817090155,155
"POLYGON ((562537.181 1032498.252,562566.52 1032551.656,562591.548 1032534.738,562561.884 1032484.336,562537.181 1032498.252))",13817090160,160
"POLYGON ((562535.191 1032070.292,562594.118 1032033.438,562562.113 1031976.777,562504.666 1032015.67,562535.191 1032070.292))",13817100010,10
"POLYGON ((562567.886 1032128.279,562571.876 1032135.355,562676.177 1032070.102,562674.14 1032066.474,562672.471 1032063.501,562567.886 1032128.279))",13817100040,40
"POLYGON ((562585.194 1032158.977,562597.949 1032181.599,562702.204 1032116.459,562689.437 1032093.719,562585.194 1032158.977))",13817100060,60
"POLYGON ((562662.175 1032018.291,562676.993 1032044.663,562775.62 1031984.791,562760.777 1031958.447,562662.175 1032018.291))",13817100300,300
"POLYGON ((563034.1254 1032339.7709,563107.4865 1032295.5584,563091.38 1032266.9457,563019.610899999971 1032313.8591,563034.1254 1032339.7709))",13818070010,10
"POLYGON ((563073.4568 1032409.641399999964,563176.759 1032351.492199999979,563152.1777 1032307.951899999985,563049.0388 1032366.0091,563073.4568 1032409.641399999964))",13818070030,30
"POLYGON ((563097.983699999982 1032453.2123,563201.286 1032395.063199999975,563176.759 1032351.492199999979,563073.4568 1032409.641399999964,563097.983699999982 1032453.2123))",13818070040,40
"POLYGON ((563171.564499999979 1032583.9253,563274.8667 1032525.7761,563250.339799999958 1032482.2051,563147.037499999977 1032540.3543,563171.564499999979 1032583.9253))",13818070080,80
"POLYGON ((563211.3569 1032654.614799999981,563314.6592 1032596.4656,563301.1694 1032572.5016,563197.8671 1032630.650799999945,563211.3569 1032654.614799999981))",13818070110,110
"POLYGON ((563366.2475 1032663.7345,563464.6149 1032596.8188,563437.635299999965 1032548.8908,563334.333 1032607.04,563366.2475 1032663.7345))",13818070145,145
"POLYGON ((563194.039 1032357.814,563297.341299999971 1032299.6648,563283.9314 1032275.8393,563180.629199999967 1032333.9921,563194.039 1032357.814))",13818070250,250
"POLYGON ((563139.4105 1032260.800399999949,563242.7251 1032202.640699999989,563227.297299999977 1032175.234799999977,563128.925 1032242.1417,563139.4105 1032260.800399999949))",13818070290,290
"POLYGON ((563135.701 1032278.5544,563119.0372 1032248.9436,563091.38 1032266.9457,563107.4865 1032295.5584,563135.701 1032278.5544))",13818070300,300
"POLYGON ((563298.194299999974 1032199.6145,563311.9285 1032224.026199999964,563413.936 1032166.6023,563400.2018 1032142.190599999973,563298.194299999974 1032199.6145))",13818080030,30
"POLYGON ((563505.9562 1032568.6959,563603.0751 1032502.629599999986,563589.1193 1032477.8377,563488.4832 1032537.656,563505.9562 1032568.6959))",13818080140,140
"POLYGON ((563550.7926 1032379.289699999965,563567.1422 1032408.3342,563669.245099999942 1032351.121399999945,563652.8954 1032322.077,563550.7926 1032379.289699999965))",13818080170,170
"POLYGON ((563537.0575 1032354.89,563550.7926 1032379.289699999965,563652.8954 1032322.077,563639.160299999989 1032297.677299999981,563537.0575 1032354.89))",13818080180,180
"POLYGON ((563526.265699999989 1032335.7188,563537.0575 1032354.89,563639.160299999989 1032297.677299999981,563628.368499999982 1032278.506,563526.265699999989 1032335.7188))",13818080190,190
"POLYGON ((563438.7046 1032180.170399999944,563453.4207 1032206.313,563555.5235 1032149.100199999986,563540.8074 1032122.957599999965,563438.7046 1032180.170399999944))",13818080250,250
