WKT,HANDLE,PARCEL
"POLYGON ((574635.962 1030510.43,574711.764 1030643.186,574724.889 1030636.04,574735.395 1030630.32,574659.641 1030497.377,574655.4 1030499.715,574635.962 1030510.43))",14468060650,650
"POLYGON ((574613.149 1030523.005,574689.038 1030655.561,574697.296 1030651.064,574711.764 1030643.186,574635.962 1030510.43,574613.149 1030523.005))",14468060660,660
"POLYGON ((574548.449 1030558.671,574623.883 1030691.037,574644.989 1030679.545,574569.252 1030547.204,574548.449 1030558.671))",14468060690,690
"POLYGON ((574527.046 1030570.47,574602.439 1030702.713,574623.883 1030691.037,574548.449 1030558.671,574527.046 1030570.47))",14468060700,700
"POLYGON ((574480.825 1030595.949,574556.108 1030727.94,574571.105 1030719.775,574577.312 1030716.395,574502.085 1030584.23,574497.359 1030586.835,574480.825 1030595.949))",14468060720,720
"POLYGON ((574453.946 1030610.766,574529.057 1030742.669,574556.108 1030727.94,574480.825 1030595.949,574453.946 1030610.766))",14468060730,730
"POLYGON ((574431.336 1030623.23,574506.505 1030754.949,574511.631 1030752.158,574529.057 1030742.669,574453.946 1030610.766,574444.047 1030616.223,574431.336 1030623.23))",14468060740,740
"POLYGON ((574291.856 1030957.098,574295.804 1030964.102,574305.613 1030981.501,574413.976 1030923.142,574405.248 1030906.967,574400.731 1030898.597,574291.856 1030957.098))",14468060860,860
"POLYGON ((574305.613 1030981.501,574315.29 1030998.666,574321.06 1031008.9,574428.804 1030950.621,574413.976 1030923.142,574305.613 1030981.501))",14468060870,870
"POLYGON ((574321.06 1031008.9,574336.44 1031036.165,574443.124 1030977.256,574428.804 1030950.621,574321.06 1031008.9))",14468060880,880
"POLYGON ((575492.459 1030624.566,575503.968 1030645.225,575593.188 1030598.062,575582.381 1030578.092,575492.459 1030624.566))",14468140010,10
"POLYGON ((575464.296 1030574.01,575472.709 1030589.113,575563.068 1030542.404,575553.285 1030524.326,575464.296 1030574.01))",14468140040,40
"POLYGON ((575451.265 1030550.618,575464.296 1030574.01,575553.285 1030524.326,575545.668 1030510.251,575542.517 1030504.429,575451.265 1030550.618))",14468140050,50
"POLYGON ((575441.203 1030532.557,575451.265 1030550.618,575542.517 1030504.429,575532.708 1030486.304,575441.203 1030532.557))",14468140060,60
"POLYGON ((575432.092 1030516.202,575441.203 1030532.557,575532.708 1030486.304,575523.431 1030469.161,575432.092 1030516.202))",14468140070,70
"POLYGON ((575425.091 1030503.634,575432.092 1030516.202,575523.431 1030469.161,575515.125 1030453.812,575425.091 1030503.634))",14468140080,80
"POLYGON ((575402.091 1030516.361,575482.366 1030656.644,575503.968 1030645.225,575492.459 1030624.566,575486.468 1030613.811,575481.307 1030604.546,575477.151 1030597.086,575472.709 1030589.113,575464.296 1030574.01,575451.265 1030550.618,575441.203 1030532.557,575432.092 1030516.202,575425.091 1030503.634,575402.091 1030516.361))",14468140090,90
"POLYGON ((575378.787 1030529.256,575462.387 1030676.085,575477.062 1030668.188,575473.062 1030661.562,575482.366 1030656.644,575402.091 1030516.361,575388.595 1030523.829,575378.787 1030529.256))",14468140100,100
"POLYGON ((575355.126 1030542.349,575438.527 1030688.925,575462.387 1030676.085,575378.787 1030529.256,575372.857 1030532.537,575355.126 1030542.349))",14468140110,110
"POLYGON ((575264.784 1030592.341,575347.735 1030737.785,575362.211 1030729.995,575369.384 1030726.135,575286.376 1030580.393,575278.941 1030584.507,575264.784 1030592.341))",14468140150,150
"POLYGON ((575241.274 1030605.351,575324.688 1030750.188,575347.735 1030737.785,575264.784 1030592.341,575258.641 1030595.741,575241.274 1030605.351))",14468140160,160
"POLYGON ((575195.148 1030630.875,575274.308 1030764.181,575296.5 1030750.5,575218.532 1030617.935,575195.148 1030630.875))",14468140180,180
"POLYGON ((575171.254 1030644.097,575249.719 1030779.34,575274.308 1030764.181,575195.148 1030630.875,575171.254 1030644.097))",14468140190,190
"POLYGON ((575171.254 1030644.097,575145.0 1030658.625,575222.188 1030796.312,575249.719 1030779.34,575171.254 1030644.097))",14468140200,200
"POLYGON ((574048.528 1031462.838,574116.697 1031585.967,574141.456 1031572.433,574073.243 1031449.027,574048.528 1031462.838))",14469050110,110
"POLYGON ((574292.874 1031291.82,574302.393 1031308.919,574312.75 1031303.188,574316.5 1031309.812,574396.9 1031266.803,574392.636 1031259.181,574383.254 1031242.413,574292.874 1031291.82))",14469050230,230
"POLYGON ((574283.36 1031274.731,574292.874 1031291.82,574383.254 1031242.413,574373.215 1031224.47,574283.36 1031274.731))",14469050240,240
"POLYGON ((574274.77 1031259.301,574283.36 1031274.731,574373.215 1031224.47,574366.102 1031211.758,574364.992 1031209.774,574274.77 1031259.301))",14469050250,250
"POLYGON ((574257.73 1031228.693,574267.613 1031246.445,574357.709 1031196.758,574347.89 1031179.207,574257.73 1031228.693))",14469050270,270
"POLYGON ((574250.041 1031214.881,574257.73 1031228.693,574347.89 1031179.207,574342.068 1031168.802,574340.035 1031165.168,574250.041 1031214.881))",14469050280,280
"POLYGON ((574092.312 1031239.492,574171.085 1031381.578,574190.33 1031370.929,574111.73 1031228.772,574101.931 1031234.182,574092.312 1031239.492))",14469050330,330
"POLYGON ((574032.838 1031272.328,574111.458 1031414.573,574149.983 1031393.255,574071.341 1031251.07,574053.815 1031260.746,574032.838 1031272.328))",14469050350,350
"POLYGON ((573628.924 1031721.82,573643.423 1031748.036,573773.784 1031678.732,573771.452 1031674.467,573759.206 1031652.076,573628.924 1031721.82))",14469050570,570
"POLYGON ((574014.912 1030853.67,574089.129 1030984.483,574129.665 1030961.972,574055.454 1030831.043,574034.556 1030842.707,574014.912 1030853.67))",14469060190,190
"POLYGON ((573990.974 1030867.031,574064.839 1030997.972,574071.41 1030994.323,574089.129 1030984.483,574014.912 1030853.67,573998.674 1030862.733,573990.974 1030867.031))",14469060200,200
"POLYGON ((573600.675 1031084.868,573673.441 1031215.333,573687.826 1031207.344,573704.185 1031198.259,573631.361 1031067.741,573600.675 1031084.868))",14469060270,270
"POLYGON ((573570.935 1031101.467,573644.438 1031231.439,573663.223 1031221.007,573673.441 1031215.333,573600.675 1031084.868,573570.935 1031101.467))",14469060280,280
"POLYGON ((573544.92 1031115.987,573617.521 1031246.388,573630.109 1031239.397,573644.438 1031231.439,573570.935 1031101.467,573544.92 1031115.987))",14469060290,290
"POLYGON ((573481.137 1031151.586,573553.597 1031281.888,573564.236 1031275.979,573570.882 1031272.288,573498.48 1031141.906,573482.692 1031150.718,573481.137 1031151.586))",14469060320,320
"POLYGON ((573388.434 1031286.875,573447.513 1031253.703,573412.242 1031190.038,573353.138 1031223.026,573388.434 1031286.875))",14469060360,360
"POLYGON ((573388.434 1031286.875,573425.119 1031353.237,573484.413 1031320.308,573447.513 1031253.703,573388.434 1031286.875))",14469060370,370
"POLYGON ((571506.451 1031175.324,571529.166 1031215.823,571559.513 1031269.931,571580.782 1031258.038,571529.482 1031162.269,571506.451 1031175.324))",14470000010,10
"POLYGON ((571529.482 1031162.269,571580.782 1031258.038,571597.511 1031248.644,571545.547 1031153.162,571535.225 1031159.013,571529.482 1031162.269))",14470000020,20
"POLYGON ((571545.547 1031153.162,571597.511 1031248.644,571616.592 1031237.929,571563.953 1031142.729,571557.92 1031146.149,571545.547 1031153.162))",14470000030,30
"POLYGON ((571563.953 1031142.729,571616.592 1031237.929,571633.558 1031228.401,571580.563 1031133.313,571568.568 1031140.113,571563.953 1031142.729))",14470000040,40
"POLYGON ((571580.563 1031133.313,571633.558 1031228.401,571646.643 1031221.053,571594.024 1031125.683,571580.563 1031133.313))",14470000050,50
"POLYGON ((571594.024 1031125.683,571646.643 1031221.053,571667.0 1031209.621,571613.814 1031114.465,571594.024 1031125.683))",14470000060,60
"POLYGON ((571643.231 1031066.82,571614.307 1031083.035,571680.857 1031201.839,571709.323 1031185.853,571643.231 1031066.82))",14470000070,70
"POLYGON ((571643.231 1031066.82,571709.323 1031185.853,571731.158 1031173.591,571735.429 1031171.193,571669.196 1031052.264,571643.231 1031066.82))",14470000080,80
"POLYGON ((571669.196 1031052.264,571735.429 1031171.193,571763.636 1031155.353,571697.466 1031036.416,571669.196 1031052.264))",14470000090,90
"POLYGON ((571802.511 1030977.528,571868.767 1031096.314,571881.816 1031088.986,571904.822 1031076.067,571838.608 1030957.292,571835.864 1030958.83,571802.511 1030977.528))",14470000150,150
"POLYGON ((571866.704 1030941.542,571932.944 1031060.274,571946.429 1031052.702,571952.666 1031049.199,571886.528 1030930.428,571884.126 1030931.775,571866.704 1030941.542))",14470000170,170
"POLYGON ((571806.669 1030795.776,571873.986 1030918.618,571898.078 1030905.088,571830.764 1030782.482,571806.669 1030795.776))",14470000210,210
"POLYGON ((571730.339 1030837.89,571797.902 1030961.347,571825.24 1030945.994,571757.694 1030822.798,571736.495 1030834.494,571730.339 1030837.89))",14470000240,240
"POLYGON ((571707.732 1030850.363,571775.297 1030974.042,571797.902 1030961.347,571730.339 1030837.89,571707.732 1030850.363))",14470000250,250
"POLYGON ((571680.477 1030865.401,571748.415 1030989.14,571754.181 1030985.902,571775.297 1030974.042,571707.732 1030850.363,571680.477 1030865.401))",14470000260,260
"POLYGON ((571615.342 1030901.338,571683.262 1031025.73,571697.537 1031017.714,571705.321 1031013.342,571637.326 1030889.209,571615.342 1030901.338))",14470000280,280
"POLYGON ((571565.964 1030928.582,571634.356 1031053.196,571657.792 1031040.034,571589.543 1030915.573,571565.964 1030928.582))",14470000300,300
"POLYGON ((571458.521 1031089.868,571469.006 1031108.562,571480.194 1031128.509,571587.846 1031068.004,571566.393 1031029.622,571458.521 1031089.868))",14470000340,340
"POLYGON ((571480.194 1031128.509,571484.199 1031135.649,571488.214 1031142.809,571595.777 1031082.194,571587.846 1031068.004,571480.194 1031128.509))",14470000350,350
"POLYGON ((571488.214 1031142.809,571490.58 1031147.027,571497.168 1031158.772,571604.598 1031097.974,571599.069 1031088.083,571595.777 1031082.194,571488.214 1031142.809))",14470000360,360
"POLYGON ((571497.168 1031158.772,571506.451 1031175.324,571529.482 1031162.269,571535.225 1031159.013,571545.547 1031153.162,571557.92 1031146.149,571563.953 1031142.729,571568.568 1031140.113,571580.563 1031133.313,571594.024 1031125.683,571613.814 1031114.465,571609.557 1031106.847,571604.598 1031097.974,571497.168 1031158.772))",14470000370,370
"POLYGON ((571501.794 1030759.994,571564.23 1030872.477,571570.64 1030868.939,571587.398 1030859.691,571525.072 1030747.157,571501.794 1030759.994))",14471000030,30
"POLYGON ((571574.795 1030719.737,571637.193 1030832.209,571647.877 1030826.312,571652.993 1030823.488,571590.604 1030711.019,571574.795 1030719.737))",14471000070,70
"POLYGON ((571590.604 1030711.019,571652.993 1030823.488,571666.977 1030815.77,571604.616 1030703.292,571590.604 1030711.019))",14471000080,80
"POLYGON ((571604.616 1030703.292,571666.977 1030815.77,571675.283 1030811.186,571679.589 1030808.81,571617.188 1030696.359,571604.616 1030703.292))",14471000090,90
"POLYGON ((571617.188 1030696.359,571679.589 1030808.81,571695.141 1030800.227,571632.556 1030687.885,571623.484 1030692.887,571617.188 1030696.359))",14471000100,100
"POLYGON ((571632.556 1030687.885,571695.141 1030800.227,571705.525 1030794.496,571643.065 1030682.089,571638.358 1030684.685,571632.556 1030687.885))",14471000110,110
"POLYGON ((571643.065 1030682.089,571705.525 1030794.496,571717.381 1030787.952,571719.684 1030786.681,571657.252 1030674.266,571653.755 1030676.194,571643.065 1030682.089))",14471000120,120
"POLYGON ((571657.252 1030674.266,571719.684 1030786.681,571736.882 1030777.189,571674.508 1030664.75,571672.801 1030665.691,571657.252 1030674.266))",14471000130,130
"POLYGON ((571703.129 1030681.609,571707.57 1030689.58,571723.016 1030717.303,571802.496 1030674.193,571786.578 1030645.698,571781.309 1030636.265,571703.129 1030681.609))",14471000160,160
"POLYGON ((571689.217 1030656.639,571703.129 1030681.609,571781.309 1030636.265,571768.322 1030613.016,571689.217 1030656.639))",14471000170,170
"POLYGON ((571500.306 1030597.729,571563.56 1030709.823,571570.041 1030706.249,571577.34 1030702.223,571514.333 1030589.901,571500.306 1030597.729))",14471000220,220
"POLYGON ((571485.867 1030605.787,571549.007 1030717.848,571563.56 1030709.823,571500.306 1030597.729,571498.739 1030598.603,571485.867 1030605.787))",14471000230,230
"POLYGON ((571473.96 1030612.432,571536.896 1030724.527,571549.007 1030717.848,571485.867 1030605.787,571473.96 1030612.432))",14471000240,240
"POLYGON ((571448.288 1030626.759,571511.302 1030738.641,571526.222 1030730.413,571463.248 1030618.41,571449.434 1030626.12,571448.288 1030626.759))",14471000260,260
"POLYGON ((571434.018 1030634.723,571496.823 1030746.625,571511.302 1030738.641,571448.288 1030626.759,571434.018 1030634.723))",14471000270,270
"POLYGON ((571199.38 1030554.286,571197.934 1030555.112,571168.361 1030571.997,571233.977 1030689.089,571263.314 1030672.728,571199.38 1030554.286))",14472000010,10
"POLYGON ((571276.134 1030510.482,571340.305 1030629.761,571368.602 1030613.97,571304.285 1030494.416,571276.134 1030510.482))",14472000050,50
"POLYGON ((571304.285 1030494.416,571368.602 1030613.97,571400.006 1030596.444,571335.748 1030476.459,571311.061 1030490.549,571304.285 1030494.416))",14472000060,60
"POLYGON ((571367.912 1030458.103,571432.277 1030578.435,571452.008 1030567.424,571465.34 1030559.983,571400.994 1030439.223,571387.124 1030447.139,571367.912 1030458.103))",14472000080,80
"POLYGON ((571501.575 1030381.82,571565.94 1030503.841,571587.711 1030491.692,571592.599 1030488.964,571528.547 1030366.427,571513.982 1030374.739,571501.575 1030381.82))",14472000130,130
"POLYGON ((571554.532 1030351.597,571618.664 1030474.418,571644.045 1030460.254,571579.693 1030337.237,571560.595 1030348.137,571554.532 1030351.597))",14472000150,150
"POLYGON ((571526.311 1030332.535,571534.356 1030347.863,571606.679 1030307.554,571598.392 1030291.749,571526.311 1030332.535))",14472000170,170
"POLYGON ((571514.24 1030309.536,571526.311 1030332.535,571598.392 1030291.749,571588.386 1030272.664,571585.74 1030267.616,571514.24 1030309.536))",14472000180,180
"POLYGON ((571501.509 1030285.281,571514.24 1030309.536,571585.74 1030267.616,571577.869 1030252.603,571573.917 1030245.066,571501.509 1030285.281))",14472000190,190
"POLYGON ((571488.711 1030260.897,571501.509 1030285.281,571573.917 1030245.066,571560.32 1030219.133,571488.711 1030260.897))",14472000200,200
"POLYGON ((571474.356 1030233.548,571488.711 1030260.897,571560.32 1030219.133,571546.429 1030192.637,571474.356 1030233.548))",14472000210,210
"POLYGON ((571125.552 1030495.604,571222.659 1030438.805,571233.376 1030432.537,571207.607 1030384.962,571098.315 1030447.0,571125.552 1030495.604))",14472000300,300
"POLYGON ((571125.552 1030495.604,571143.976 1030528.482,571242.518 1030475.669,571222.659 1030438.805,571125.552 1030495.604))",14472000310,310
"POLYGON ((571143.976 1030528.482,571159.757 1030556.642,571267.939 1030496.348,571253.539 1030469.762,571242.518 1030475.669,571143.976 1030528.482))",14472000320,320
"POLYGON ((571120.28048399998806 1030372.331368,571052.859856 1030251.921821,571026.63903099996969 1030266.49811599997338,571094.059659 1030386.907662,571120.28048399998806 1030372.331368))",14473000020,20
"POLYGON ((571150.87144599994645 1030355.32569099997636,571083.450818 1030234.916145,571052.859856 1030251.921821,571120.28048399998806 1030372.331368,571150.87144599994645 1030355.32569099997636))",14473000030,30
"POLYGON ((571150.87144599994645 1030355.32569099997636,571181.462408 1030338.32001499994658,571114.0417799999705 1030217.9104679999873,571083.450818 1030234.916145,571150.87144599994645 1030355.32569099997636))",14473000040,40
"POLYGON ((571074.710543 1030239.77491,571007.2899149999721 1030119.36536299996078,570976.698953 1030136.37103899999056,571044.11958099994808 1030256.78058599994984,571074.710543 1030239.77491))",14473000080,80
"POLYGON ((571044.043961 1030041.72715699998662,570976.62333299999591 1029921.317611,570946.032371 1029938.32328699994832,571013.4529989999719 1030058.732834,571044.043961 1030041.72715699998662))",14474000030,30
"POLYGON ((571206.734 1030888.939,571261.045 1030983.858,571289.377 1030967.615,571313.455 1030953.811,571259.926 1030858.173,571206.734 1030888.939))",14477010270,270
"POLYGON ((570217.831 1031213.903,570313.512 1031383.61,570357.179 1031357.508,570261.909 1031188.449,570238.918 1031201.726,570217.831 1031213.903))",14477010540,540
"POLYGON ((570217.831 1031213.903,570192.9 1031228.3,570288.1 1031398.8,570313.512 1031383.61,570217.831 1031213.903))",14477010550,550
"POLYGON ((570491.287 1031793.731,570551.922 1031900.593,570573.818 1031889.072,570512.469 1031781.975,570507.463 1031784.753,570491.287 1031793.731))",14477020010,10
"POLYGON ((570577.533 1031745.869,570638.846 1031853.027,570652.534 1031845.439,570662.579 1031839.871,570601.36 1031732.646,570585.054 1031741.695,570577.533 1031745.869))",14477020050,50
"POLYGON ((570601.36 1031732.646,570662.579 1031839.871,570674.495 1031833.266,570687.05 1031826.307,570625.751 1031719.111,570618.519 1031723.124,570601.36 1031732.646))",14477020060,60
"POLYGON ((570719.266 1031667.216,570780.584 1031774.46,570781.842 1031773.763,570803.998 1031761.481,570742.578 1031654.279,570730.739 1031660.849,570719.266 1031667.216))",14477020110,110
"POLYGON ((570777.335 1031634.991,570838.546 1031742.331,570860.318 1031730.263,570798.918 1031623.014,570794.796 1031625.301,570777.335 1031634.991))",14477020140,140
"POLYGON ((570888.325 1031573.398,570949.743 1031680.693,570970.368 1031669.261,570972.154 1031668.271,570910.778 1031560.939,570902.512 1031565.526,570888.325 1031573.398))",14477020190,190
"POLYGON ((571013.696 1031503.826,571075.094 1031611.21,571083.568 1031606.513,571094.332 1031600.547,571033.112 1031493.051,571013.696 1031503.826))",14477020240,240
"POLYGON ((571139.574 1031433.971,571201.107 1031541.36,571228.779 1031526.021,571167.292 1031418.589,571139.574 1031433.971))",14477020290,290
"POLYGON ((571167.292 1031418.589,571228.779 1031526.021,571252.832 1031512.688,571191.513 1031405.148,571167.292 1031418.589))",14477020300,300
"POLYGON ((571261.092 1031366.536,571322.443 1031474.103,571335.73 1031466.738,571351.295 1031458.109,571289.997 1031350.495,571261.092 1031366.536))",14477020340,340
"POLYGON ((571289.997 1031350.495,571351.295 1031458.109,571369.427 1031448.059,571386.678 1031438.497,571325.349 1031330.877,571289.997 1031350.495))",14477020350,350
"POLYGON ((571417.608 1031400.197,571426.562 1031416.388,571431.113 1031413.865,571538.143 1031354.535,571529.327 1031338.809,571417.608 1031400.197))",14477020370,370
"POLYGON ((571401.677 1031371.381,571417.608 1031400.197,571529.327 1031338.809,571523.871 1031329.077,571513.018 1031309.718,571401.677 1031371.381))",14477020380,380
"POLYGON ((571390.189 1031350.603,571401.677 1031371.381,571513.018 1031309.718,571502.138 1031290.31,571390.189 1031350.603))",14477020390,390
"POLYGON ((571245.259 1031232.897,571299.353 1031329.3,571328.278 1031313.276,571274.287 1031216.647,571245.259 1031232.897))",14477020450,450
"POLYGON ((571190.345 1031263.638,571244.096 1031359.912,571299.353 1031329.3,571245.259 1031232.897,571193.898 1031261.649,571190.345 1031263.638))",14477020460,460
"POLYGON ((571095.056 1031316.981,571148.677 1031412.772,571214.63 1031376.235,571221.771 1031372.279,571167.913 1031276.196,571134.976 1031294.634,571095.056 1031316.981))",14477020480,480
"POLYGON ((570856.405 1031450.58,570909.486 1031545.28,570942.893 1031526.773,570889.755 1031431.91,570856.405 1031450.58))",14477020550,550
"POLYGON ((570818.462 1031471.821,570871.529 1031566.308,570909.486 1031545.28,570856.405 1031450.58,570818.462 1031471.821))",14477020560,560
"POLYGON ((570522.423176 1031580.82919299998321,570466.197123 1031480.51154199999291,570442.932152 1031493.551097,570499.15820399997756 1031593.868748,570522.423176 1031580.82919299998321))",14477110040,40
"POLYGON ((570824.82419099996332 1031411.339425,570768.598139 1031311.021775,570733.705043 1031330.578662,570789.931095 1031430.896313,570824.82419099996332 1031411.339425))",14477110140,140
"POLYGON ((570929.50347899994813 1031352.668762,570873.27742699999362 1031252.35111199994572,570838.384331 1031271.907999,570894.61038299999 1031372.22565,570929.50347899994813 1031352.668762))",14477110170,170
"POLYGON ((571034.182767 1031293.99809899996035,570977.95671499997843 1031193.68044799997006,570943.063619 1031213.23733599996194,570999.28967099997681 1031313.55498699995223,571034.182767 1031293.99809899996035))",14477110200,200
"POLYGON ((571069.075863 1031274.44121099996846,571012.849811 1031174.12356099998578,570977.95671499997843 1031193.68044799997006,571034.182767 1031293.99809899996035,571069.075863 1031274.44121099996846))",14477110210,210
"POLYGON ((571138.862055 1031235.3274359999923,571082.63600199995562 1031135.009785,571047.74290599999949 1031154.5666729999939,571103.96895899996161 1031254.88432399998419,571138.862055 1031235.3274359999923))",14477110230,230
"POLYGON ((571173.75515099999029 1031215.770548,571117.529098 1031115.452897,571082.63600199995562 1031135.009785,571138.862055 1031235.3274359999923,571173.75515099999029 1031215.770548))",14477110240,240
"POLYGON ((571208.648246 1031196.213661,571152.4221939999843 1031095.89601,571117.529098 1031115.452897,571173.75515099999029 1031215.770548,571208.648246 1031196.213661))",14477110250,250
"POLYGON ((571243.541342 1031176.656773,571187.31529 1031076.339122,571152.4221939999843 1031095.89601,571208.648246 1031196.213661,571243.541342 1031176.656773))",14477110260,260
"POLYGON ((571313.327534 1031137.542997,571257.10148199996911 1031037.225347,571222.208386 1031056.782234,571278.43443799996749 1031157.099885,571313.327534 1031137.542997))",14477110280,280
"POLYGON ((570817.546 1031991.581,570881.362 1032107.119,570905.669 1032093.571,570841.798 1031978.034,570817.546 1031991.581))",14478000080,80
"POLYGON ((571111.471 1031827.4,571175.405 1031943.228,571202.475 1031928.14,571138.463 1031812.323,571111.471 1031827.4))",14478000210,210
"POLYGON ((571332.388 1031704.0,571396.551 1031819.967,571428.029 1031802.422,571440.854 1031795.274,571376.673 1031679.264,571354.636 1031691.573,571332.388 1031704.0))",14478000300,300
"POLYGON ((571376.673 1031679.264,571440.854 1031795.274,571445.446 1031792.714,571463.411 1031782.701,571399.34 1031666.602,571389.213 1031672.259,571376.673 1031679.264))",14478000310,310
"POLYGON ((571442.517 1031642.484,571506.542 1031758.661,571526.013 1031747.809,571461.935 1031631.638,571460.246 1031632.581,571442.517 1031642.484))",14478000340,340
"POLYGON ((571435.353 1031480.394,571499.202 1031594.449,571505.995 1031590.655,571520.307 1031582.661,571456.429 1031468.667,571435.353 1031480.394))",14478000410,410
"POLYGON ((571408.846 1031495.143,571472.873 1031609.154,571499.202 1031594.449,571435.353 1031480.394,571408.846 1031495.143))",14478000420,420
"POLYGON ((571390.493 1031505.355,571454.502 1031619.414,571472.873 1031609.154,571408.846 1031495.143,571390.493 1031505.355))",14478000430,430
"POLYGON ((571301.007 1031555.147,571365.098 1031669.346,571372.652 1031665.127,571387.21 1031656.997,571323.133 1031542.835,571308.656 1031550.891,571301.007 1031555.147))",14478000470,470
"POLYGON ((571257.705 1031579.241,571321.914 1031693.465,571347.147 1031679.372,571282.866 1031565.241,571257.705 1031579.241))",14478000490,490
"POLYGON ((571200.67 1031610.976,571264.875 1031725.321,571278.507 1031717.707,571214.313 1031603.385,571210.443 1031605.538,571200.67 1031610.976))",14478000520,520
"POLYGON ((571148.43 1031640.043,571212.682 1031754.471,571222.646 1031748.906,571233.441 1031742.877,571169.087 1031628.55,571158.875 1031634.232,571148.43 1031640.043))",14478000540,540
"POLYGON ((570905.422 1031775.258,570970.04 1031889.987,570977.759 1031885.676,570993.196 1031877.055,570928.744 1031762.281,570905.422 1031775.258))",14478000650,650
"POLYGON ((570884.621 1031786.832,570949.137 1031901.661,570970.04 1031889.987,570905.422 1031775.258,570884.621 1031786.832))",14478000660,660
"POLYGON ((570745.062 1031864.485,570809.722 1031979.525,570828.628 1031968.966,570764.177 1031853.849,570745.062 1031864.485))",14478000720,720
"POLYGON ((571118.05885899998248 1032830.196815,571049.71279899997171 1032708.579995,571014.73143699998036 1032728.650201,571082.9904 1032850.11444699997082,571118.05885899998248 1032830.196815))",14479000010,10
"POLYGON ((571218.351349 1032773.23426499997731,571149.756199999945 1032651.181096,571128.07174499996472 1032663.62233499996364,571196.61290399997961 1032785.580924,571218.351349 1032773.23426499997731))",14479000040,40
"POLYGON ((571240.089794 1032760.887605,571171.440655 1032638.73985699994955,571149.756199999945 1032651.181096,571218.351349 1032773.23426499997731,571240.089794 1032760.887605))",14479000050,50
"POLYGON ((571274.871306 1032741.13294899999164,571206.135782 1032618.833875,571171.440655 1032638.73985699994955,571240.089794 1032760.887605,571274.871306 1032741.13294899999164))",14479000060,60
"POLYGON ((571300.957439 1032726.31695699994452,571232.157128 1032603.904389,571206.135782 1032618.833875,571274.871306 1032741.13294899999164,571300.957439 1032726.31695699994452))",14479000070,70
"POLYGON ((571327.043573 1032711.500965,571258.17847399995662 1032588.974902,571232.157128 1032603.904389,571300.957439 1032726.31695699994452,571327.043573 1032711.500965))",14479000080,80
"POLYGON ((571355.738321 1032695.203374,571286.801954 1032572.55246699997224,571258.17847399995662 1032588.974902,571327.043573 1032711.500965,571355.738321 1032695.203374))",14479000090,90
"POLYGON ((571428.779496 1032653.71859599999152,571359.66172199998982 1032530.74990499997512,571331.038242 1032547.17234,571400.084748 1032670.01618699997198,571428.779496 1032653.71859599999152))",14479000120,120
"POLYGON ((571892.243142 1032390.487806,571821.074504 1032266.01894199999515,571777.706642 1032290.90081899997313,571848.766252 1032415.181126,571892.243142 1032390.487806))",14479000250,250
"POLYGON ((571987.1 1032153.47,571951.930504 1032091.96529199997894,571909.29610799998045 1032115.77306899998803,571944.74593299999833 1032177.770244,571987.1 1032153.47))",14479000315,315
"POLYGON ((571944.74593299999833 1032177.770244,571865.540184 1032039.24959799996577,571833.820654 1032056.962314,571913.23871199996211 1032195.84721299994271,571944.74593299999833 1032177.770244))",14479000320,320
"POLYGON ((571744.239926 1032292.808663,571663.706886 1032151.956691,571600.35513599996921 1032187.333369,571681.302979 1032328.91813899995759,571744.239926 1032292.808663))",14479000400,400
"POLYGON ((571681.302979 1032328.91813899995759,571600.35513599996921 1032187.333369,571537.003386 1032222.71004699997138,571618.366032 1032365.027616,571681.302979 1032328.91813899995759))",14479000410,410
"POLYGON ((571568.49519499996677 1032393.640535,571486.800441 1032250.744211,571464.97307399997953 1032262.932979,571546.810745 1032406.081782,571568.49519499996677 1032393.640535))",14479000430,430
"POLYGON ((571546.810745 1032406.081782,571464.97307399997953 1032262.932979,571443.145707 1032275.121746,571525.12629599997308 1032418.52303,571546.810745 1032406.081782))",14479000440,440
"POLYGON ((571485.51314299996011 1032441.250699999975,571403.27147299994249 1032297.388186,571381.444106 1032309.576953,571463.83082799997646 1032453.69072299997788,571485.51314299996011 1032441.250699999975))",14479000460,460
"POLYGON ((571225.31356499996036 1032590.537739,571141.343068 1032443.653393,571097.68833399994764 1032468.03092699998524,571181.946803 1032615.419007,571225.31356499996036 1032590.537739))",14479000570,570
"POLYGON ((571086.543359 1032670.155828,571001.647919 1032521.66150299995206,570984.18602499994449 1032531.41251699998975,571069.19579899997916 1032680.108826,571086.543359 1032670.155828))",14479000610,610
"POLYGON ((571257.168 1033016.345,571329.384 1033147.952,571365.692 1033127.632,571293.348 1032996.008,571272.582 1033007.681,571257.168 1033016.345))",14480000131,131
"POLYGON ((571477.376 1032892.561,571549.797 1033024.599,571561.626 1033017.979,571572.649 1033011.809,571500.188 1032879.737,571487.942 1032886.621,571477.376 1032892.561))",14480000210,210
"POLYGON ((571543.217 1032855.55,571615.801 1032987.66,571640.486 1032973.845,571567.93 1032841.658,571543.217 1032855.55))",14480000240,240
"POLYGON ((571827.544 1032499.104,571904.941 1032637.078,571917.375 1032630.133,571927.222 1032624.633,571849.821 1032486.604,571833.501 1032495.762,571827.544 1032499.104))",14480000530,530
"POLYGON ((570952.497 1032990.132,571028.658 1033126.559,571060.293 1033108.888,570984.097 1032972.4,570952.497 1032990.132))",14480000790,790
