WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.214030519024078 38.669155606690836,-90.214201210539457 38.668915829875658,-90.214308185684644 38.668962766725841,-90.214137494416235 38.669202543696159,-90.214030519024078 38.669155606690836))",12487000250,250,24870002500
"POLYGON ((-90.213954108117974 38.669122080197887,-90.21412479980377 38.668882303493511,-90.214201210539457 38.668915829875658,-90.214030519024078 38.669155606690836,-90.213954108117974 38.669122080197887))",12487000260,260,24870002600
"POLYGON ((-90.2140636712695 38.668855482351375,-90.214149016755314 38.668735593944682,-90.214477582299949 38.668879756748559,-90.214392237355824 38.668999645468034,-90.2140636712695 38.668855482351375))",12487000280,280,24870002800
"POLYGON ((-90.214149016755314 38.668735593944682,-90.214191689389395 38.668675649716612,-90.214520254666652 38.668819812365491,-90.214477582299949 38.668879756748559,-90.214149016755314 38.668735593944682))",12487000290,290,24870002900
"POLYGON ((-90.214191689389395 38.668675649716612,-90.214234361952066 38.668615705472085,-90.214562926958465 38.668759867965946,-90.214520254666652 38.668819812365491,-90.214191689389395 38.668675649716612))",12487000300,300,24870003000
"POLYGON ((-90.214234361952066 38.668615705472085,-90.21427703444688 38.668555761211096,-90.214605599182377 38.668699923549944,-90.214562926958465 38.668759867965946,-90.214234361952066 38.668615705472085))",12487000310,310,24870003100
"POLYGON ((-90.21427703444688 38.668555761211096,-90.21436237921526 38.66843587263967,-90.214690943412535 38.668580034668494,-90.214605599182377 38.668699923549944,-90.21427703444688 38.668555761211096))",12487000320,320,24870003200
"POLYGON ((-90.21436237921526 38.66843587263967,-90.214405051495859 38.668375928329269,-90.21473361542229 38.668520090200325,-90.214690943412535 38.668580034668494,-90.21436237921526 38.66843587263967))",12487000330,330,24870003300
"POLYGON ((-90.214405051495859 38.668375928329269,-90.21445398797546 38.668307184174665,-90.214782551593089 38.668451345867702,-90.21473361542229 38.668520090200325,-90.214405051495859 38.668375928329269))",12487000340,340,24870003400
"POLYGON ((-90.21469866897209 38.66796346307126,-90.214747604888331 38.667894718786684,-90.215076166649681 38.668038879411625,-90.215027231042228 38.668107623874199,-90.21469866897209 38.66796346307126))",12487000400,400,24870004000
"POLYGON ((-90.215447198648874 38.667682213823646,-90.215622408462821 38.667436549783176,-90.21572955944653 38.667483234824921,-90.215554465625061 38.66772873693516,-90.215447198648874 38.667682213823646))",12488000030,30,24880000300
"POLYGON ((-90.215385903295441 38.667655629145983,-90.215561178910932 38.6674098723634,-90.215622408462821 38.667436549783176,-90.215447198648874 38.667682213823646,-90.215385903295441 38.667655629145983))",12488000040,40,24880000400
"POLYGON ((-90.215324607990993 38.667629044433518,-90.215499949401163 38.667383194908865,-90.215561178910932 38.6674098723634,-90.215385903295441 38.667655629145983,-90.215324607990993 38.667629044433518))",12488000050,50,24880000500
"POLYGON ((-90.215247988921746 38.667595813501279,-90.215423412863004 38.667349848172037,-90.215499949401163 38.667383194908865,-90.215324607990993 38.667629044433518,-90.215247988921746 38.667595813501279))",12488000060,60,24880000600
"POLYGON ((-90.215094750996471 38.667529351483736,-90.215270340000359 38.667283154545629,-90.215346876396069 38.667316501382452,-90.215171369923567 38.667562582516176,-90.215094750996471 38.667529351483736))",12488000080,80,24880000807
"POLYGON ((-90.214418385233557 38.667235995732035,-90.214594448148773 38.666988665564588,-90.214716905862062 38.667042021385228,-90.214540974546622 38.66728916607024,-90.214418385233557 38.667235995732035))",12488000160,160,24880001600
"POLYGON ((-90.214984707092086 38.667121006266584,-90.215164185516272 38.666869353262079,-90.215317257963605 38.666936047274078,-90.215137779405921 38.667187700291102,-90.214984707092086 38.667121006266584))",12488000190,190,24880001900
"POLYGON ((-90.215137779405921 38.667187700291102,-90.215317257963605 38.666936047274078,-90.215470330699375 38.667002741086115,-90.215290852001189 38.667254394118402,-90.215137779405921 38.667187700291102))",12488000201,201,24880002010
"POLYGON ((-90.215290852001189 38.667254394118402,-90.215470330699375 38.667002741086115,-90.215546867170588 38.66703608791714,-90.215367388403919 38.667287740955679,-90.215290852001189 38.667254394118402))",12488000205,205,24880002050
"POLYGON ((-90.215367388403919 38.667287740955679,-90.215546867170588 38.66703608791714,-90.215663202749155 38.667086775003028,-90.21548372426102 38.667338428218969,-90.215367388403919 38.667287740955679))",12488000210,210,24880002100
"POLYGON ((-90.21548372426102 38.667338428218969,-90.215663202749155 38.667086775003028,-90.215776477022146 38.667136128107536,-90.215596998046493 38.667387781167584,-90.21548372426102 38.667338428218969))",12488000220,220,24880002200
"POLYGON ((-90.215596998046493 38.667387781167584,-90.215776477022146 38.667136128107536,-90.215853013778286 38.667169474738586,-90.215673534734137 38.6674211278049,-90.215596998046493 38.667387781167584))",12488000230,230,24880002300
"POLYGON ((-90.215673534734137 38.6674211278049,-90.215853013778286 38.667169474738586,-90.215929550609161 38.667202821319655,-90.215750071496529 38.66745447439223,-90.215673534734137 38.6674211278049))",12488000240,240,24880002400
"POLYGON ((-90.215750071496529 38.66745447439223,-90.215929550609161 38.667202821319655,-90.216006087511261 38.667236167850731,-90.215826608326651 38.667487820929551,-90.215750071496529 38.66745447439223))",12488000250,250,24880002500
"POLYGON ((-90.21389033881546 38.666714508342082,-90.213735964660941 38.666940064290557,-90.213509049255379 38.66684135323456,-90.213664029284317 38.666622952220621,-90.21389033881546 38.666714508342082))",12489000035,35,24890000200
"POLYGON ((-90.214194194208446 38.666428782190735,-90.213994045613603 38.666712060980785,-90.213915161348936 38.666680096886061,-90.21411676506149 38.666394712925587,-90.214194194208446 38.666428782190735))",12489000180,180,24890001800
"POLYGON ((-90.214267857915146 38.666461191865338,-90.214069279281958 38.666742546990029,-90.213994045613603 38.666712060980785,-90.214194194208446 38.666428782190735,-90.214267857915146 38.666461191865338))",12489000190,190,24890001900
"POLYGON ((-90.214470997206888 38.666550572925523,-90.214276272744314 38.666826421269519,-90.214147464316753 38.666774229180156,-90.214344601926456 38.66649496004397,-90.214428198798927 38.666531740780215,-90.214470997206888 38.666550572925523))",12489000210,210,24890002100
"POLYGON ((-90.2140521326981 38.666779964890871,-90.213888725568779 38.667006520354221,-90.213735964660941 38.666940064290557,-90.21389033881546 38.666714508342082,-90.2140521326981 38.666779964890871))",12489000250,250,24890002500
"POLYGON ((-90.23513863453644 38.645215407529598,-90.235095956337062 38.645196669970474,-90.235206824851502 38.645039224634097,-90.235249502990328 38.645057962153054,-90.23513863453644 38.645215407529598))",12513000082,82,25130003800
"POLYGON ((-90.235095956337062 38.645196669970474,-90.235077527752168 38.645188583914873,-90.235054711048221 38.645178561498902,-90.235060635336879 38.645170148393994,-90.235165579628074 38.645021116198599,-90.235206824851502 38.645039224634097,-90.235095956337062 38.645196669970474))",12513000083,83,25130003900
"POLYGON ((-90.232922314600856 38.644500368081744,-90.232830052574911 38.644459858365821,-90.232854478634039 38.644430245850515,-90.232877150603414 38.644399787476175,-90.233083389289177 38.644106918919611,-90.233171987909856 38.644145820074115,-90.232922314600856 38.644500368081744))",12513000300,300,25130003000
"POLYGON ((-90.195125129843234 38.656742427840548,-90.194784893224735 38.656851904621824,-90.194758315144313 38.656799604601488,-90.19507426029557 38.656693815288193,-90.195125129843234 38.656742427840548))",12546000020,20,25460000200
"POLYGON ((-90.225247301129841 38.582571689873902,-90.225219247404155 38.58270823855478,-90.22477871173237 38.582652584655563,-90.224807161664202 38.582516929456119,-90.225247301129841 38.582571689873902))",12561000040,40,25610000400
"POLYGON ((-90.225219247404155 38.58270823855478,-90.225196797210828 38.58281751372202,-90.224755863350694 38.582761526535705,-90.22477871173237 38.582652584655563,-90.225219247404155 38.58270823855478))",12561000050,50,25610000500
"POLYGON ((-90.225657444631253 38.584037321268752,-90.225527876325245 38.584021177287738,-90.225603069172777 38.583676078436653,-90.225732636876373 38.583692222333092,-90.225657444631253 38.584037321268752))",12562000120,120,25620001200
"POLYGON ((-90.22670092876966 38.583931020656607,-90.226795281142174 38.583497954439608,-90.227279000704527 38.583558219333867,-90.227184651154388 38.583991285947036,-90.22670092876966 38.583931020656607))",12562000350,350,25620003500
"POLYGON ((-90.230649929719092 38.584534317533006,-90.230646820266784 38.584549083668534,-90.230635956713144 38.584600685553902,-90.230210194713379 38.584550232182615,-90.230215380890769 38.584524659979927,-90.230223764292489 38.584483327814546,-90.230649929719092 38.584534317533006))",12566000150,150,25660001500
"POLYGON ((-90.230229964795669 38.584180802114012,-90.230215749831885 38.584250967205655,-90.229777900203345 38.584197557079051,-90.229792118707991 38.584126560019648,-90.230229964795669 38.584180802114012))",12566000210,210,25660002100
"POLYGON ((-90.230493676888045 38.582979267289403,-90.230428499471415 38.583327190376167,-90.230336987727242 38.583316178791996,-90.230299970413711 38.58331172430529,-90.230365292918052 38.582963521536591,-90.230415789788751 38.582969715173824,-90.230493676888045 38.582979267289403))",12566000380,380,25660003809
"POLYGON ((-90.230723735677032 38.58340393346483,-90.230709080762082 38.583488058126811,-90.230432276535552 38.583455389276203,-90.230450157477904 38.583371214443936,-90.23066468813937 38.583396871697339,-90.230723735677032 38.58340393346483))",12566000430,430,25660004300
"POLYGON ((-90.231936286554173 38.583985367697501,-90.23192310656043 38.58404863201109,-90.231487456384045 38.583998303331818,-90.231501512077102 38.583934846120606,-90.231936286554173 38.583985367697501))",12567000050,50,25670000500
"POLYGON ((-90.233887922725103 38.585077262403736,-90.23373192833418 38.585057489764132,-90.233777771934498 38.584837997160172,-90.233933765863767 38.584857769737724,-90.233887922725103 38.585077262403736))",12569000150,150,25690001500
"POLYGON ((-90.234950221784615 38.584007959318768,-90.234508551942142 38.583955865278085,-90.234525964939266 38.583873050759465,-90.234967509935743 38.583927560905074,-90.234950221784615 38.584007959318768))",12570000290,290,25700003500
"POLYGON ((-90.235178441949174 38.58356613511063,-90.235151206671375 38.583699181429736,-90.235130736466672 38.583799189860038,-90.235123144768053 38.583836270676045,-90.235109290076579 38.58390396581796,-90.235089375656926 38.583901493116869,-90.235069597605246 38.583899039944164,-90.235139303322882 38.583560960635495,-90.235178441949174 38.58356613511063))",12570000350,350,25700003500
"POLYGON ((-90.237869513594262 38.585234813554422,-90.237805017585742 38.585562394553257,-90.237753945488336 38.585555930957781,-90.237685829551538 38.585547311835938,-90.237753347595145 38.585220056235499,-90.237869513594262 38.585234813554422))",12573000210,210,25730002100
"POLYGON ((-90.247766056035672 38.583246721576479,-90.247699350376962 38.583582269486001,-90.247667622920872 38.583578389376321,-90.247654457059426 38.583576779185442,-90.247717938607394 38.583230915942259,-90.247766056035672 38.583246721576479))",12586000040,40,25860000400
"POLYGON ((-90.241894253898494 38.582985757232372,-90.241823680368284 38.583325079899488,-90.241813924236581 38.583323855549757,-90.241795307152401 38.58332152141611,-90.241859327906255 38.582981346729873,-90.241894253898494 38.582985757232372))",12593000195,195,25930001950
"POLYGON ((-90.235282322674436 38.582365947701156,-90.235270837991933 38.582419064407048,-90.235267392902358 38.582435007931736,-90.234831177289152 38.582382534822329,-90.234841522603801 38.582332054446447,-90.234845202633949 38.582314087687458,-90.235282322674436 38.582365947701156))",12600000230,230,26000002300
"POLYGON ((-90.233577383519943 38.582802927178854,-90.233596803216045 38.582708035150361,-90.23402769892472 38.582762366584461,-90.234008279776816 38.582857258685586,-90.233577383519943 38.582802927178854))",12601000270,270,26010002700
"POLYGON ((-90.234087125865102 38.581865982458737,-90.23400077503041 38.581855094568766,-90.23405625739781 38.581583974217253,-90.234142607916624 38.5815948620684,-90.234087125865102 38.581865982458737))",12601000400,400,26010004000
"POLYGON ((-90.233519685957717 38.582008123532567,-90.233516517163835 38.582023043390528,-90.233086383950436 38.581970025746195,-90.233087313637142 38.581965546449169,-90.233089518489862 38.581954932825198,-90.233519685957717 38.582008123532567))",12602000030,30,26020000300
"POLYGON ((-90.232912395091518 38.58250496534432,-90.232901537769166 38.582557295157713,-90.232460271958743 38.582498123438853,-90.232471176224323 38.582445483479255,-90.232912395091518 38.58250496534432))",12602000200,200,26020002000
"POLYGON ((-90.232985225614669 38.582153947153309,-90.232982183570499 38.582168617403184,-90.23297173600713 38.58221896831941,-90.232530349653473 38.582159826793692,-90.232543704669581 38.582095354563847,-90.232985225614669 38.582153947153309))",12602000260,260,26020002600
"POLYGON ((-90.23304193007894 38.581880641408738,-90.233028654315547 38.581944627843022,-90.23258724987852 38.581885143243518,-90.232600391065674 38.58182170025286,-90.23304193007894 38.581880641408738))",12602000300,300,26020003000
